時間軸コード,西暦（暦年）,和暦（暦年）,地域コード,地域,性別,項目,数値,単位
2003000101,2003年,平成15年,26361,相楽郡山城町,全体,農家人口,1416 ,人
2003000101,2003年,平成15年,26361,相楽郡山城町,男,農家人口,696 ,人
2003000101,2003年,平成15年,26361,相楽郡山城町,女,農家人口,720 ,人
2003000101,2003年,平成15年,26361,相楽郡山城町,全体,15歳以上世帯員総数,1266 ,人
2003000101,2003年,平成15年,26361,相楽郡山城町,男,自営農業だけに従事,206 ,人
2003000101,2003年,平成15年,26361,相楽郡山城町,男,自営農業を主にその他の仕事に従事,18 ,人
2003000101,2003年,平成15年,26361,相楽郡山城町,男,その他の仕事を主に自営農業に従事,273 ,人
2003000101,2003年,平成15年,26361,相楽郡山城町,男,その他の仕事だけに従事,44 ,人
2003000101,2003年,平成15年,26361,相楽郡山城町,男,仕事に従事しなかった,67 ,人
2003000101,2003年,平成15年,26361,相楽郡山城町,女,自営農業だけに従事,293 ,人
2003000101,2003年,平成15年,26361,相楽郡山城町,女,自営農業を主にその他の仕事に従事,13 ,人
2003000101,2003年,平成15年,26361,相楽郡山城町,女,その他の仕事を主に自営農業に従事,94 ,人
2003000101,2003年,平成15年,26361,相楽郡山城町,女,その他の仕事だけに従事,92 ,人
2003000101,2003年,平成15年,26361,相楽郡山城町,女,仕事に従事しなかった,166 ,人
2003000101,2003年,平成15年,26362,相楽郡木津町,全体,農家人口,2139 ,人
2003000101,2003年,平成15年,26362,相楽郡木津町,男,農家人口,1047 ,人
2003000101,2003年,平成15年,26362,相楽郡木津町,女,農家人口,1092 ,人
2003000101,2003年,平成15年,26362,相楽郡木津町,全体,15歳以上世帯員総数,1873 ,人
2003000101,2003年,平成15年,26362,相楽郡木津町,男,自営農業だけに従事,313 ,人
2003000101,2003年,平成15年,26362,相楽郡木津町,男,自営農業を主にその他の仕事に従事,33 ,人
2003000101,2003年,平成15年,26362,相楽郡木津町,男,その他の仕事を主に自営農業に従事,426 ,人
2003000101,2003年,平成15年,26362,相楽郡木津町,男,その他の仕事だけに従事,47 ,人
2003000101,2003年,平成15年,26362,相楽郡木津町,男,仕事に従事しなかった,87 ,人
2003000101,2003年,平成15年,26362,相楽郡木津町,女,自営農業だけに従事,442 ,人
2003000101,2003年,平成15年,26362,相楽郡木津町,女,自営農業を主にその他の仕事に従事,15 ,人
2003000101,2003年,平成15年,26362,相楽郡木津町,女,その他の仕事を主に自営農業に従事,187 ,人
2003000101,2003年,平成15年,26362,相楽郡木津町,女,その他の仕事だけに従事,105 ,人
2003000101,2003年,平成15年,26362,相楽郡木津町,女,仕事に従事しなかった,218 ,人
2003000101,2003年,平成15年,26363,相楽郡加茂町,全体,農家人口,2133 ,人
2003000101,2003年,平成15年,26363,相楽郡加茂町,男,農家人口,1063 ,人
2003000101,2003年,平成15年,26363,相楽郡加茂町,女,農家人口,1070 ,人
2003000101,2003年,平成15年,26363,相楽郡加茂町,全体,15歳以上世帯員総数,1848 ,人
2003000101,2003年,平成15年,26363,相楽郡加茂町,男,自営農業だけに従事,334 ,人
2003000101,2003年,平成15年,26363,相楽郡加茂町,男,自営農業を主にその他の仕事に従事,59 ,人
2003000101,2003年,平成15年,26363,相楽郡加茂町,男,その他の仕事を主に自営農業に従事,385 ,人
2003000101,2003年,平成15年,26363,相楽郡加茂町,男,その他の仕事だけに従事,45 ,人
2003000101,2003年,平成15年,26363,相楽郡加茂町,男,仕事に従事しなかった,87 ,人
2003000101,2003年,平成15年,26363,相楽郡加茂町,女,自営農業だけに従事,406 ,人
2003000101,2003年,平成15年,26363,相楽郡加茂町,女,自営農業を主にその他の仕事に従事,29 ,人
2003000101,2003年,平成15年,26363,相楽郡加茂町,女,その他の仕事を主に自営農業に従事,187 ,人
2003000101,2003年,平成15年,26363,相楽郡加茂町,女,その他の仕事だけに従事,114 ,人
2003000101,2003年,平成15年,26363,相楽郡加茂町,女,仕事に従事しなかった,202 ,人
2003000101,2003年,平成15年,26364,相楽郡笠置町,全体,農家人口,153 ,人
2003000101,2003年,平成15年,26364,相楽郡笠置町,男,農家人口,73 ,人
2003000101,2003年,平成15年,26364,相楽郡笠置町,女,農家人口,80 ,人
2003000101,2003年,平成15年,26364,相楽郡笠置町,全体,15歳以上世帯員総数,138 ,人
2003000101,2003年,平成15年,26364,相楽郡笠置町,男,自営農業だけに従事,17 ,人
2003000101,2003年,平成15年,26364,相楽郡笠置町,男,自営農業を主にその他の仕事に従事,6 ,人
2003000101,2003年,平成15年,26364,相楽郡笠置町,男,その他の仕事を主に自営農業に従事,32 ,人
2003000101,2003年,平成15年,26364,相楽郡笠置町,男,その他の仕事だけに従事,3 ,人
2003000101,2003年,平成15年,26364,相楽郡笠置町,男,仕事に従事しなかった,9 ,人
2003000101,2003年,平成15年,26364,相楽郡笠置町,女,自営農業だけに従事,34 ,人
2003000101,2003年,平成15年,26364,相楽郡笠置町,女,自営農業を主にその他の仕事に従事,7 ,人
2003000101,2003年,平成15年,26364,相楽郡笠置町,女,その他の仕事を主に自営農業に従事,16 ,人
2003000101,2003年,平成15年,26364,相楽郡笠置町,女,その他の仕事だけに従事,7 ,人
2003000101,2003年,平成15年,26364,相楽郡笠置町,女,仕事に従事しなかった,7 ,人
2003000101,2003年,平成15年,26365,相楽郡和束町,全体,農家人口,1838 ,人
2003000101,2003年,平成15年,26365,相楽郡和束町,男,農家人口,901 ,人
2003000101,2003年,平成15年,26365,相楽郡和束町,女,農家人口,937 ,人
2003000101,2003年,平成15年,26365,相楽郡和束町,全体,15歳以上世帯員総数,1610 ,人
2003000101,2003年,平成15年,26365,相楽郡和束町,男,自営農業だけに従事,316 ,人
2003000101,2003年,平成15年,26365,相楽郡和束町,男,自営農業を主にその他の仕事に従事,108 ,人
2003000101,2003年,平成15年,26365,相楽郡和束町,男,その他の仕事を主に自営農業に従事,246 ,人
2003000101,2003年,平成15年,26365,相楽郡和束町,男,その他の仕事だけに従事,32 ,人
2003000101,2003年,平成15年,26365,相楽郡和束町,男,仕事に従事しなかった,85 ,人
2003000101,2003年,平成15年,26365,相楽郡和束町,女,自営農業だけに従事,399 ,人
2003000101,2003年,平成15年,26365,相楽郡和束町,女,自営農業を主にその他の仕事に従事,54 ,人
2003000101,2003年,平成15年,26365,相楽郡和束町,女,その他の仕事を主に自営農業に従事,117 ,人
2003000101,2003年,平成15年,26365,相楽郡和束町,女,その他の仕事だけに従事,77 ,人
2003000101,2003年,平成15年,26365,相楽郡和束町,女,仕事に従事しなかった,176 ,人
2003000101,2003年,平成15年,26366,相楽郡精華町,全体,農家人口,2214 ,人
2003000101,2003年,平成15年,26366,相楽郡精華町,男,農家人口,1074 ,人
2003000101,2003年,平成15年,26366,相楽郡精華町,女,農家人口,1140 ,人
2003000101,2003年,平成15年,26366,相楽郡精華町,全体,15歳以上世帯員総数,1960 ,人
2003000101,2003年,平成15年,26366,相楽郡精華町,男,自営農業だけに従事,312 ,人
2003000101,2003年,平成15年,26366,相楽郡精華町,男,自営農業を主にその他の仕事に従事,32 ,人
2003000101,2003年,平成15年,26366,相楽郡精華町,男,その他の仕事を主に自営農業に従事,464 ,人
2003000101,2003年,平成15年,26366,相楽郡精華町,男,その他の仕事だけに従事,49 ,人
2003000101,2003年,平成15年,26366,相楽郡精華町,男,仕事に従事しなかった,94 ,人
2003000101,2003年,平成15年,26366,相楽郡精華町,女,自営農業だけに従事,460 ,人
2003000101,2003年,平成15年,26366,相楽郡精華町,女,自営農業を主にその他の仕事に従事,18 ,人
2003000101,2003年,平成15年,26366,相楽郡精華町,女,その他の仕事を主に自営農業に従事,199 ,人
2003000101,2003年,平成15年,26366,相楽郡精華町,女,その他の仕事だけに従事,97 ,人
2003000101,2003年,平成15年,26366,相楽郡精華町,女,仕事に従事しなかった,235 ,人
2003000101,2003年,平成15年,26367,相楽郡南山城村,全体,農家人口,1204 ,人
2003000101,2003年,平成15年,26367,相楽郡南山城村,男,農家人口,582 ,人
2003000101,2003年,平成15年,26367,相楽郡南山城村,女,農家人口,622 ,人
2003000101,2003年,平成15年,26367,相楽郡南山城村,全体,15歳以上世帯員総数,1045 ,人
2003000101,2003年,平成15年,26367,相楽郡南山城村,男,自営農業だけに従事,212 ,人
2003000101,2003年,平成15年,26367,相楽郡南山城村,男,自営農業を主にその他の仕事に従事,48 ,人
2003000101,2003年,平成15年,26367,相楽郡南山城村,男,その他の仕事を主に自営農業に従事,174 ,人
2003000101,2003年,平成15年,26367,相楽郡南山城村,男,その他の仕事だけに従事,20 ,人
2003000101,2003年,平成15年,26367,相楽郡南山城村,男,仕事に従事しなかった,44 ,人
2003000101,2003年,平成15年,26367,相楽郡南山城村,女,自営農業だけに従事,280 ,人
2003000101,2003年,平成15年,26367,相楽郡南山城村,女,自営農業を主にその他の仕事に従事,22 ,人
2003000101,2003年,平成15年,26367,相楽郡南山城村,女,その他の仕事を主に自営農業に従事,89 ,人
2003000101,2003年,平成15年,26367,相楽郡南山城村,女,その他の仕事だけに従事,53 ,人
2003000101,2003年,平成15年,26367,相楽郡南山城村,女,仕事に従事しなかった,103 ,人
2003000101,2003年,平成15年,26381,北桑田郡京北町,全体,農家人口,2251 ,人
2003000101,2003年,平成15年,26381,北桑田郡京北町,男,農家人口,1114 ,人
2003000101,2003年,平成15年,26381,北桑田郡京北町,女,農家人口,1137 ,人
2003000101,2003年,平成15年,26381,北桑田郡京北町,全体,15歳以上世帯員総数,1941 ,人
2003000101,2003年,平成15年,26381,北桑田郡京北町,男,自営農業だけに従事,236 ,人
2003000101,2003年,平成15年,26381,北桑田郡京北町,男,自営農業を主にその他の仕事に従事,42 ,人
2003000101,2003年,平成15年,26381,北桑田郡京北町,男,その他の仕事を主に自営農業に従事,557 ,人
2003000101,2003年,平成15年,26381,北桑田郡京北町,男,その他の仕事だけに従事,44 ,人
2003000101,2003年,平成15年,26381,北桑田郡京北町,男,仕事に従事しなかった,79 ,人
2003000101,2003年,平成15年,26381,北桑田郡京北町,女,自営農業だけに従事,404 ,人
2003000101,2003年,平成15年,26381,北桑田郡京北町,女,自営農業を主にその他の仕事に従事,24 ,人
2003000101,2003年,平成15年,26381,北桑田郡京北町,女,その他の仕事を主に自営農業に従事,265 ,人
2003000101,2003年,平成15年,26381,北桑田郡京北町,女,その他の仕事だけに従事,100 ,人
2003000101,2003年,平成15年,26381,北桑田郡京北町,女,仕事に従事しなかった,190 ,人
2003000101,2003年,平成15年,26382,北桑田郡美山町,全体,農家人口,2356 ,人
2003000101,2003年,平成15年,26382,北桑田郡美山町,男,農家人口,1118 ,人
2003000101,2003年,平成15年,26382,北桑田郡美山町,女,農家人口,1238 ,人
2003000101,2003年,平成15年,26382,北桑田郡美山町,全体,15歳以上世帯員総数,2036 ,人
2003000101,2003年,平成15年,26382,北桑田郡美山町,男,自営農業だけに従事,258 ,人
2003000101,2003年,平成15年,26382,北桑田郡美山町,男,自営農業を主にその他の仕事に従事,59 ,人
2003000101,2003年,平成15年,26382,北桑田郡美山町,男,その他の仕事を主に自営農業に従事,549 ,人
2003000101,2003年,平成15年,26382,北桑田郡美山町,男,その他の仕事だけに従事,20 ,人
2003000101,2003年,平成15年,26382,北桑田郡美山町,男,仕事に従事しなかった,72 ,人
2003000101,2003年,平成15年,26382,北桑田郡美山町,女,自営農業だけに従事,420 ,人
2003000101,2003年,平成15年,26382,北桑田郡美山町,女,自営農業を主にその他の仕事に従事,38 ,人
2003000101,2003年,平成15年,26382,北桑田郡美山町,女,その他の仕事を主に自営農業に従事,347 ,人
2003000101,2003年,平成15年,26382,北桑田郡美山町,女,その他の仕事だけに従事,74 ,人
2003000101,2003年,平成15年,26382,北桑田郡美山町,女,仕事に従事しなかった,199 ,人
2003000101,2003年,平成15年,26401,船井郡園部町,全体,農家人口,3994 ,人
2003000101,2003年,平成15年,26401,船井郡園部町,男,農家人口,1921 ,人
2003000101,2003年,平成15年,26401,船井郡園部町,女,農家人口,2073 ,人
2003000101,2003年,平成15年,26401,船井郡園部町,全体,15歳以上世帯員総数,3454 ,人
2003000101,2003年,平成15年,26401,船井郡園部町,男,自営農業だけに従事,419 ,人
2003000101,2003年,平成15年,26401,船井郡園部町,男,自営農業を主にその他の仕事に従事,72 ,人
2003000101,2003年,平成15年,26401,船井郡園部町,男,その他の仕事を主に自営農業に従事,919 ,人
2003000101,2003年,平成15年,26401,船井郡園部町,男,その他の仕事だけに従事,75 ,人
2003000101,2003年,平成15年,26401,船井郡園部町,男,仕事に従事しなかった,153 ,人
2003000101,2003年,平成15年,26401,船井郡園部町,女,自営農業だけに従事,816 ,人
2003000101,2003年,平成15年,26401,船井郡園部町,女,自営農業を主にその他の仕事に従事,35 ,人
2003000101,2003年,平成15年,26401,船井郡園部町,女,その他の仕事を主に自営農業に従事,451 ,人
2003000101,2003年,平成15年,26401,船井郡園部町,女,その他の仕事だけに従事,181 ,人
2003000101,2003年,平成15年,26401,船井郡園部町,女,仕事に従事しなかった,333 ,人
2003000101,2003年,平成15年,26402,船井郡八木町,全体,農家人口,3693 ,人
2003000101,2003年,平成15年,26402,船井郡八木町,男,農家人口,1757 ,人
2003000101,2003年,平成15年,26402,船井郡八木町,女,農家人口,1936 ,人
2003000101,2003年,平成15年,26402,船井郡八木町,全体,15歳以上世帯員総数,3205 ,人
2003000101,2003年,平成15年,26402,船井郡八木町,男,自営農業だけに従事,438 ,人
2003000101,2003年,平成15年,26402,船井郡八木町,男,自営農業を主にその他の仕事に従事,66 ,人
2003000101,2003年,平成15年,26402,船井郡八木町,男,その他の仕事を主に自営農業に従事,826 ,人
2003000101,2003年,平成15年,26402,船井郡八木町,男,その他の仕事だけに従事,56 ,人
2003000101,2003年,平成15年,26402,船井郡八木町,男,仕事に従事しなかった,130 ,人
2003000101,2003年,平成15年,26402,船井郡八木町,女,自営農業だけに従事,729 ,人
2003000101,2003年,平成15年,26402,船井郡八木町,女,自営農業を主にその他の仕事に従事,33 ,人
2003000101,2003年,平成15年,26402,船井郡八木町,女,その他の仕事を主に自営農業に従事,454 ,人
2003000101,2003年,平成15年,26402,船井郡八木町,女,その他の仕事だけに従事,136 ,人
2003000101,2003年,平成15年,26402,船井郡八木町,女,仕事に従事しなかった,337 ,人
2003000101,2003年,平成15年,26403,船井郡丹波町,全体,農家人口,2755 ,人
2003000101,2003年,平成15年,26403,船井郡丹波町,男,農家人口,1334 ,人
2003000101,2003年,平成15年,26403,船井郡丹波町,女,農家人口,1421 ,人
2003000101,2003年,平成15年,26403,船井郡丹波町,全体,15歳以上世帯員総数,2374 ,人
2003000101,2003年,平成15年,26403,船井郡丹波町,男,自営農業だけに従事,318 ,人
2003000101,2003年,平成15年,26403,船井郡丹波町,男,自営農業を主にその他の仕事に従事,84 ,人
2003000101,2003年,平成15年,26403,船井郡丹波町,男,その他の仕事を主に自営農業に従事,553 ,人
2003000101,2003年,平成15年,26403,船井郡丹波町,男,その他の仕事だけに従事,78 ,人
2003000101,2003年,平成15年,26403,船井郡丹波町,男,仕事に従事しなかった,115 ,人
2003000101,2003年,平成15年,26403,船井郡丹波町,女,自営農業だけに従事,489 ,人
2003000101,2003年,平成15年,26403,船井郡丹波町,女,自営農業を主にその他の仕事に従事,35 ,人
2003000101,2003年,平成15年,26403,船井郡丹波町,女,その他の仕事を主に自営農業に従事,286 ,人
2003000101,2003年,平成15年,26403,船井郡丹波町,女,その他の仕事だけに従事,177 ,人
2003000101,2003年,平成15年,26403,船井郡丹波町,女,仕事に従事しなかった,239 ,人
2003000101,2003年,平成15年,26404,船井郡日吉町,全体,農家人口,1949 ,人
2003000101,2003年,平成15年,26404,船井郡日吉町,男,農家人口,952 ,人
2003000101,2003年,平成15年,26404,船井郡日吉町,女,農家人口,997 ,人
2003000101,2003年,平成15年,26404,船井郡日吉町,全体,15歳以上世帯員総数,1702 ,人
2003000101,2003年,平成15年,26404,船井郡日吉町,男,自営農業だけに従事,229 ,人
2003000101,2003年,平成15年,26404,船井郡日吉町,男,自営農業を主にその他の仕事に従事,44 ,人
2003000101,2003年,平成15年,26404,船井郡日吉町,男,その他の仕事を主に自営農業に従事,416 ,人
2003000101,2003年,平成15年,26404,船井郡日吉町,男,その他の仕事だけに従事,54 ,人
2003000101,2003年,平成15年,26404,船井郡日吉町,男,仕事に従事しなかった,84 ,人
2003000101,2003年,平成15年,26404,船井郡日吉町,女,自営農業だけに従事,360 ,人
2003000101,2003年,平成15年,26404,船井郡日吉町,女,自営農業を主にその他の仕事に従事,16 ,人
2003000101,2003年,平成15年,26404,船井郡日吉町,女,その他の仕事を主に自営農業に従事,224 ,人
2003000101,2003年,平成15年,26404,船井郡日吉町,女,その他の仕事だけに従事,98 ,人
2003000101,2003年,平成15年,26404,船井郡日吉町,女,仕事に従事しなかった,177 ,人
2003000101,2003年,平成15年,26405,船井郡瑞穂町,全体,農家人口,2529 ,人
2003000101,2003年,平成15年,26405,船井郡瑞穂町,男,農家人口,1219 ,人
2003000101,2003年,平成15年,26405,船井郡瑞穂町,女,農家人口,1310 ,人
2003000101,2003年,平成15年,26405,船井郡瑞穂町,全体,15歳以上世帯員総数,2199 ,人
2003000101,2003年,平成15年,26405,船井郡瑞穂町,男,自営農業だけに従事,287 ,人
2003000101,2003年,平成15年,26405,船井郡瑞穂町,男,自営農業を主にその他の仕事に従事,56 ,人
2003000101,2003年,平成15年,26405,船井郡瑞穂町,男,その他の仕事を主に自営農業に従事,524 ,人
2003000101,2003年,平成15年,26405,船井郡瑞穂町,男,その他の仕事だけに従事,86 ,人
2003000101,2003年,平成15年,26405,船井郡瑞穂町,男,仕事に従事しなかった,97 ,人
2003000101,2003年,平成15年,26405,船井郡瑞穂町,女,自営農業だけに従事,390 ,人
2003000101,2003年,平成15年,26405,船井郡瑞穂町,女,自営農業を主にその他の仕事に従事,20 ,人
2003000101,2003年,平成15年,26405,船井郡瑞穂町,女,その他の仕事を主に自営農業に従事,304 ,人
2003000101,2003年,平成15年,26405,船井郡瑞穂町,女,その他の仕事だけに従事,184 ,人
2003000101,2003年,平成15年,26405,船井郡瑞穂町,女,仕事に従事しなかった,251 ,人
2003000101,2003年,平成15年,26406,船井郡和知町,全体,農家人口,1539 ,人
2003000101,2003年,平成15年,26406,船井郡和知町,男,農家人口,731 ,人
2003000101,2003年,平成15年,26406,船井郡和知町,女,農家人口,808 ,人
2003000101,2003年,平成15年,26406,船井郡和知町,全体,15歳以上世帯員総数,1371 ,人
2003000101,2003年,平成15年,26406,船井郡和知町,男,自営農業だけに従事,197 ,人
2003000101,2003年,平成15年,26406,船井郡和知町,男,自営農業を主にその他の仕事に従事,20 ,人
2003000101,2003年,平成15年,26406,船井郡和知町,男,その他の仕事を主に自営農業に従事,336 ,人
2003000101,2003年,平成15年,26406,船井郡和知町,男,その他の仕事だけに従事,37 ,人
2003000101,2003年,平成15年,26406,船井郡和知町,男,仕事に従事しなかった,60 ,人
2003000101,2003年,平成15年,26406,船井郡和知町,女,自営農業だけに従事,308 ,人
2003000101,2003年,平成15年,26406,船井郡和知町,女,自営農業を主にその他の仕事に従事,21 ,人
2003000101,2003年,平成15年,26406,船井郡和知町,女,その他の仕事を主に自営農業に従事,168 ,人
2003000101,2003年,平成15年,26406,船井郡和知町,女,その他の仕事だけに従事,87 ,人
2003000101,2003年,平成15年,26406,船井郡和知町,女,仕事に従事しなかった,137 ,人
2003000101,2003年,平成15年,26421,天田郡三和町,全体,農家人口,1664 ,人
2003000101,2003年,平成15年,26421,天田郡三和町,男,農家人口,820 ,人
2003000101,2003年,平成15年,26421,天田郡三和町,女,農家人口,844 ,人
2003000101,2003年,平成15年,26421,天田郡三和町,全体,15歳以上世帯員総数,1448 ,人
2003000101,2003年,平成15年,26421,天田郡三和町,男,自営農業だけに従事,210 ,人
2003000101,2003年,平成15年,26421,天田郡三和町,男,自営農業を主にその他の仕事に従事,62 ,人
2003000101,2003年,平成15年,26421,天田郡三和町,男,その他の仕事を主に自営農業に従事,320 ,人
2003000101,2003年,平成15年,26421,天田郡三和町,男,その他の仕事だけに従事,50 ,人
2003000101,2003年,平成15年,26421,天田郡三和町,男,仕事に従事しなかった,63 ,人
2003000101,2003年,平成15年,26421,天田郡三和町,女,自営農業だけに従事,323 ,人
2003000101,2003年,平成15年,26421,天田郡三和町,女,自営農業を主にその他の仕事に従事,35 ,人
2003000101,2003年,平成15年,26421,天田郡三和町,女,その他の仕事を主に自営農業に従事,188 ,人
2003000101,2003年,平成15年,26421,天田郡三和町,女,その他の仕事だけに従事,72 ,人
2003000101,2003年,平成15年,26421,天田郡三和町,女,仕事に従事しなかった,125 ,人
2003000101,2003年,平成15年,26422,天田郡夜久野町,全体,農家人口,1912 ,人
2003000101,2003年,平成15年,26422,天田郡夜久野町,男,農家人口,954 ,人
2003000101,2003年,平成15年,26422,天田郡夜久野町,女,農家人口,958 ,人
2003000101,2003年,平成15年,26422,天田郡夜久野町,全体,15歳以上世帯員総数,1698 ,人
2003000101,2003年,平成15年,26422,天田郡夜久野町,男,自営農業だけに従事,269 ,人
2003000101,2003年,平成15年,26422,天田郡夜久野町,男,自営農業を主にその他の仕事に従事,56 ,人
2003000101,2003年,平成15年,26422,天田郡夜久野町,男,その他の仕事を主に自営農業に従事,377 ,人
2003000101,2003年,平成15年,26422,天田郡夜久野町,男,その他の仕事だけに従事,46 ,人
2003000101,2003年,平成15年,26422,天田郡夜久野町,男,仕事に従事しなかった,86 ,人
2003000101,2003年,平成15年,26422,天田郡夜久野町,女,自営農業だけに従事,374 ,人
2003000101,2003年,平成15年,26422,天田郡夜久野町,女,自営農業を主にその他の仕事に従事,30 ,人
2003000101,2003年,平成15年,26422,天田郡夜久野町,女,その他の仕事を主に自営農業に従事,221 ,人
2003000101,2003年,平成15年,26422,天田郡夜久野町,女,その他の仕事だけに従事,93 ,人
2003000101,2003年,平成15年,26422,天田郡夜久野町,女,仕事に従事しなかった,146 ,人
2003000101,2003年,平成15年,26441,加佐郡大江町,全体,農家人口,1553 ,人
2003000101,2003年,平成15年,26441,加佐郡大江町,男,農家人口,765 ,人
2003000101,2003年,平成15年,26441,加佐郡大江町,女,農家人口,788 ,人
2003000101,2003年,平成15年,26441,加佐郡大江町,全体,15歳以上世帯員総数,1379 ,人
2003000101,2003年,平成15年,26441,加佐郡大江町,男,自営農業だけに従事,221 ,人
2003000101,2003年,平成15年,26441,加佐郡大江町,男,自営農業を主にその他の仕事に従事,45 ,人
2003000101,2003年,平成15年,26441,加佐郡大江町,男,その他の仕事を主に自営農業に従事,300 ,人
2003000101,2003年,平成15年,26441,加佐郡大江町,男,その他の仕事だけに従事,48 ,人
2003000101,2003年,平成15年,26441,加佐郡大江町,男,仕事に従事しなかった,65 ,人
2003000101,2003年,平成15年,26441,加佐郡大江町,女,自営農業だけに従事,317 ,人
2003000101,2003年,平成15年,26441,加佐郡大江町,女,自営農業を主にその他の仕事に従事,14 ,人
2003000101,2003年,平成15年,26441,加佐郡大江町,女,その他の仕事を主に自営農業に従事,157 ,人
2003000101,2003年,平成15年,26441,加佐郡大江町,女,その他の仕事だけに従事,92 ,人
2003000101,2003年,平成15年,26441,加佐郡大江町,女,仕事に従事しなかった,120 ,人
2003000101,2003年,平成15年,26461,与謝郡加悦町,全体,農家人口,1390 ,人
2003000101,2003年,平成15年,26461,与謝郡加悦町,男,農家人口,702 ,人
2003000101,2003年,平成15年,26461,与謝郡加悦町,女,農家人口,688 ,人
2003000101,2003年,平成15年,26461,与謝郡加悦町,全体,15歳以上世帯員総数,1185 ,人
2003000101,2003年,平成15年,26461,与謝郡加悦町,男,自営農業だけに従事,146 ,人
2003000101,2003年,平成15年,26461,与謝郡加悦町,男,自営農業を主にその他の仕事に従事,27 ,人
2003000101,2003年,平成15年,26461,与謝郡加悦町,男,その他の仕事を主に自営農業に従事,311 ,人
2003000101,2003年,平成15年,26461,与謝郡加悦町,男,その他の仕事だけに従事,54 ,人
2003000101,2003年,平成15年,26461,与謝郡加悦町,男,仕事に従事しなかった,56 ,人
2003000101,2003年,平成15年,26461,与謝郡加悦町,女,自営農業だけに従事,142 ,人
2003000101,2003年,平成15年,26461,与謝郡加悦町,女,自営農業を主にその他の仕事に従事,6 ,人
2003000101,2003年,平成15年,26461,与謝郡加悦町,女,その他の仕事を主に自営農業に従事,158 ,人
2003000101,2003年,平成15年,26461,与謝郡加悦町,女,その他の仕事だけに従事,154 ,人
2003000101,2003年,平成15年,26461,与謝郡加悦町,女,仕事に従事しなかった,131 ,人
2003000101,2003年,平成15年,26462,与謝郡岩滝町,全体,農家人口,226 ,人
2003000101,2003年,平成15年,26462,与謝郡岩滝町,男,農家人口,117 ,人
2003000101,2003年,平成15年,26462,与謝郡岩滝町,女,農家人口,109 ,人
2003000101,2003年,平成15年,26462,与謝郡岩滝町,全体,15歳以上世帯員総数,201 ,人
2003000101,2003年,平成15年,26462,与謝郡岩滝町,男,自営農業だけに従事,27 ,人
2003000101,2003年,平成15年,26462,与謝郡岩滝町,男,自営農業を主にその他の仕事に従事,4 ,人
2003000101,2003年,平成15年,26462,与謝郡岩滝町,男,その他の仕事を主に自営農業に従事,47 ,人
2003000101,2003年,平成15年,26462,与謝郡岩滝町,男,その他の仕事だけに従事,15 ,人
2003000101,2003年,平成15年,26462,与謝郡岩滝町,男,仕事に従事しなかった,9 ,人
2003000101,2003年,平成15年,26462,与謝郡岩滝町,女,自営農業だけに従事,31 ,人
2003000101,2003年,平成15年,26462,与謝郡岩滝町,女,自営農業を主にその他の仕事に従事,1 ,人
2003000101,2003年,平成15年,26462,与謝郡岩滝町,女,その他の仕事を主に自営農業に従事,25 ,人
2003000101,2003年,平成15年,26462,与謝郡岩滝町,女,その他の仕事だけに従事,21 ,人
2003000101,2003年,平成15年,26462,与謝郡岩滝町,女,仕事に従事しなかった,21 ,人
2003000101,2003年,平成15年,26463,与謝郡伊根町,全体,農家人口,874 ,人
2003000101,2003年,平成15年,26463,与謝郡伊根町,男,農家人口,436 ,人
2003000101,2003年,平成15年,26463,与謝郡伊根町,女,農家人口,438 ,人
2003000101,2003年,平成15年,26463,与謝郡伊根町,全体,15歳以上世帯員総数,738 ,人
2003000101,2003年,平成15年,26463,与謝郡伊根町,男,自営農業だけに従事,109 ,人
2003000101,2003年,平成15年,26463,与謝郡伊根町,男,自営農業を主にその他の仕事に従事,31 ,人
2003000101,2003年,平成15年,26463,与謝郡伊根町,男,その他の仕事を主に自営農業に従事,183 ,人
2003000101,2003年,平成15年,26463,与謝郡伊根町,男,その他の仕事だけに従事,5 ,人
2003000101,2003年,平成15年,26463,与謝郡伊根町,男,仕事に従事しなかった,39 ,人
2003000101,2003年,平成15年,26463,与謝郡伊根町,女,自営農業だけに従事,149 ,人
2003000101,2003年,平成15年,26463,与謝郡伊根町,女,自営農業を主にその他の仕事に従事,17 ,人
2003000101,2003年,平成15年,26463,与謝郡伊根町,女,その他の仕事を主に自営農業に従事,127 ,人
2003000101,2003年,平成15年,26463,与謝郡伊根町,女,その他の仕事だけに従事,19 ,人
2003000101,2003年,平成15年,26463,与謝郡伊根町,女,仕事に従事しなかった,59 ,人
2003000101,2003年,平成15年,26464,与謝郡野田川町,全体,農家人口,824 ,人
2003000101,2003年,平成15年,26464,与謝郡野田川町,男,農家人口,401 ,人
2003000101,2003年,平成15年,26464,与謝郡野田川町,女,農家人口,423 ,人
2003000101,2003年,平成15年,26464,与謝郡野田川町,全体,15歳以上世帯員総数,689 ,人
2003000101,2003年,平成15年,26464,与謝郡野田川町,男,自営農業だけに従事,95 ,人
2003000101,2003年,平成15年,26464,与謝郡野田川町,男,自営農業を主にその他の仕事に従事,24 ,人
2003000101,2003年,平成15年,26464,与謝郡野田川町,男,その他の仕事を主に自営農業に従事,157 ,人
2003000101,2003年,平成15年,26464,与謝郡野田川町,男,その他の仕事だけに従事,32 ,人
