時間軸コード,西暦（暦年）,和暦（暦年）,地域コード,地域,性別,項目,数値,単位
2000000202,2000年,平成12年,26502,竹野郡丹後町,全体,その他の仕事だけに従事,81 ,人
2000000202,2000年,平成12年,26502,竹野郡丹後町,全体,仕事に従事しなかった,113 ,人
2000000202,2000年,平成12年,26502,竹野郡丹後町,全体,農業就業人口,494 ,人
2000000202,2000年,平成12年,26503,竹野郡弥栄町,全体,農家人口,1812 ,人
2000000202,2000年,平成12年,26503,竹野郡弥栄町,男,農家人口,905 ,人
2000000202,2000年,平成12年,26503,竹野郡弥栄町,女,農家人口,907 ,人
2000000202,2000年,平成12年,26503,竹野郡弥栄町,全体,16歳以上総数,1512 ,人
2000000202,2000年,平成12年,26503,竹野郡弥栄町,全体,自営農業だけに従事,561 ,人
2000000202,2000年,平成12年,26503,竹野郡弥栄町,全体,自営農業を主にその他の仕事に従事,65 ,人
2000000202,2000年,平成12年,26503,竹野郡弥栄町,全体,その他の仕事を主に自営農業に従事,567 ,人
2000000202,2000年,平成12年,26503,竹野郡弥栄町,全体,その他の仕事だけに従事,145 ,人
2000000202,2000年,平成12年,26503,竹野郡弥栄町,全体,仕事に従事しなかった,174 ,人
2000000202,2000年,平成12年,26503,竹野郡弥栄町,全体,農業就業人口,626 ,人
2000000202,2000年,平成12年,26521,熊野郡久美浜町,全体,農家人口,4842 ,人
2000000202,2000年,平成12年,26521,熊野郡久美浜町,男,農家人口,2405 ,人
2000000202,2000年,平成12年,26521,熊野郡久美浜町,女,農家人口,2437 ,人
2000000202,2000年,平成12年,26521,熊野郡久美浜町,全体,16歳以上総数,4076 ,人
2000000202,2000年,平成12年,26521,熊野郡久美浜町,全体,自営農業だけに従事,1402 ,人
2000000202,2000年,平成12年,26521,熊野郡久美浜町,全体,自営農業を主にその他の仕事に従事,163 ,人
2000000202,2000年,平成12年,26521,熊野郡久美浜町,全体,その他の仕事を主に自営農業に従事,1629 ,人
2000000202,2000年,平成12年,26521,熊野郡久美浜町,全体,その他の仕事だけに従事,345 ,人
2000000202,2000年,平成12年,26521,熊野郡久美浜町,全体,仕事に従事しなかった,537 ,人
2000000202,2000年,平成12年,26521,熊野郡久美浜町,全体,農業就業人口,1565 ,人
2003000101,2003年,平成15年,26000,京都府,全体,農家人口,116600 ,人
2003000101,2003年,平成15年,26000,京都府,男,農家人口,57310 ,人
2003000101,2003年,平成15年,26000,京都府,女,農家人口,59280 ,人
2003000101,2003年,平成15年,26000,京都府,全体,15歳以上世帯員総数,101890 ,人
2003000101,2003年,平成15年,26000,京都府,男,自営農業だけに従事,17810 ,人
2003000101,2003年,平成15年,26000,京都府,男,自営農業を主にその他の仕事に従事,1720 ,人
2003000101,2003年,平成15年,26000,京都府,男,その他の仕事を主に自営農業に従事,22510 ,人
2003000101,2003年,平成15年,26000,京都府,男,その他の仕事だけに従事,2950 ,人
2003000101,2003年,平成15年,26000,京都府,男,仕事に従事しなかった,4970 ,人
2003000101,2003年,平成15年,26000,京都府,女,自営農業だけに従事,22360 ,人
2003000101,2003年,平成15年,26000,京都府,女,自営農業を主にその他の仕事に従事,520 ,人
2003000101,2003年,平成15年,26000,京都府,女,その他の仕事を主に自営農業に従事,12630 ,人
2003000101,2003年,平成15年,26000,京都府,女,その他の仕事だけに従事,5580 ,人
2003000101,2003年,平成15年,26000,京都府,女,仕事に従事しなかった,10830 ,人
2003000101,2003年,平成15年,26100,京都市,全体,農家人口,12788 ,人
2003000101,2003年,平成15年,26100,京都市,男,農家人口,6222 ,人
2003000101,2003年,平成15年,26100,京都市,女,農家人口,6566 ,人
2003000101,2003年,平成15年,26100,京都市,全体,15歳以上世帯員総数,11152 ,人
2003000101,2003年,平成15年,26100,京都市,男,自営農業だけに従事,2105 ,人
2003000101,2003年,平成15年,26100,京都市,男,自営農業を主にその他の仕事に従事,360 ,人
2003000101,2003年,平成15年,26100,京都市,男,その他の仕事を主に自営農業に従事,1995 ,人
2003000101,2003年,平成15年,26100,京都市,男,その他の仕事だけに従事,367 ,人
2003000101,2003年,平成15年,26100,京都市,男,仕事に従事しなかった,563 ,人
2003000101,2003年,平成15年,26100,京都市,女,自営農業だけに従事,2838 ,人
2003000101,2003年,平成15年,26100,京都市,女,自営農業を主にその他の仕事に従事,221 ,人
2003000101,2003年,平成15年,26100,京都市,女,その他の仕事を主に自営農業に従事,803 ,人
2003000101,2003年,平成15年,26100,京都市,女,その他の仕事だけに従事,562 ,人
2003000101,2003年,平成15年,26100,京都市,女,仕事に従事しなかった,1338 ,人
2003000101,2003年,平成15年,26101,京都市北区,全体,農家人口,1211 ,人
2003000101,2003年,平成15年,26101,京都市北区,男,農家人口,581 ,人
2003000101,2003年,平成15年,26101,京都市北区,女,農家人口,630 ,人
2003000101,2003年,平成15年,26101,京都市北区,全体,15歳以上世帯員総数,1053 ,人
2003000101,2003年,平成15年,26101,京都市北区,男,自営農業だけに従事,209 ,人
2003000101,2003年,平成15年,26101,京都市北区,男,自営農業を主にその他の仕事に従事,31 ,人
2003000101,2003年,平成15年,26101,京都市北区,男,その他の仕事を主に自営農業に従事,163 ,人
2003000101,2003年,平成15年,26101,京都市北区,男,その他の仕事だけに従事,39 ,人
2003000101,2003年,平成15年,26101,京都市北区,男,仕事に従事しなかった,59 ,人
2003000101,2003年,平成15年,26101,京都市北区,女,自営農業だけに従事,295 ,人
2003000101,2003年,平成15年,26101,京都市北区,女,自営農業を主にその他の仕事に従事,32 ,人
2003000101,2003年,平成15年,26101,京都市北区,女,その他の仕事を主に自営農業に従事,42 ,人
2003000101,2003年,平成15年,26101,京都市北区,女,その他の仕事だけに従事,39 ,人
2003000101,2003年,平成15年,26101,京都市北区,女,仕事に従事しなかった,144 ,人
2003000101,2003年,平成15年,26102,京都市上京区,全体,農家人口,18 ,人
2003000101,2003年,平成15年,26102,京都市上京区,男,農家人口,8 ,人
2003000101,2003年,平成15年,26102,京都市上京区,女,農家人口,10 ,人
2003000101,2003年,平成15年,26102,京都市上京区,全体,15歳以上世帯員総数,15 ,人
2003000101,2003年,平成15年,26102,京都市上京区,男,自営農業だけに従事,3 ,人
2003000101,2003年,平成15年,26102,京都市上京区,男,自営農業を主にその他の仕事に従事,1 ,人
2003000101,2003年,平成15年,26102,京都市上京区,男,その他の仕事を主に自営農業に従事,1 ,人
2003000101,2003年,平成15年,26102,京都市上京区,男,その他の仕事だけに従事,***,人
2003000101,2003年,平成15年,26102,京都市上京区,男,仕事に従事しなかった,2 ,人
2003000101,2003年,平成15年,26102,京都市上京区,女,自営農業だけに従事,3 ,人
2003000101,2003年,平成15年,26102,京都市上京区,女,自営農業を主にその他の仕事に従事,1 ,人
2003000101,2003年,平成15年,26102,京都市上京区,女,その他の仕事を主に自営農業に従事,***,人
2003000101,2003年,平成15年,26102,京都市上京区,女,その他の仕事だけに従事,3 ,人
2003000101,2003年,平成15年,26102,京都市上京区,女,仕事に従事しなかった,1 ,人
2003000101,2003年,平成15年,26103,京都市左京区,全体,農家人口,1068 ,人
2003000101,2003年,平成15年,26103,京都市左京区,男,農家人口,505 ,人
2003000101,2003年,平成15年,26103,京都市左京区,女,農家人口,563 ,人
2003000101,2003年,平成15年,26103,京都市左京区,全体,15歳以上世帯員総数,924 ,人
2003000101,2003年,平成15年,26103,京都市左京区,男,自営農業だけに従事,136 ,人
2003000101,2003年,平成15年,26103,京都市左京区,男,自営農業を主にその他の仕事に従事,18 ,人
2003000101,2003年,平成15年,26103,京都市左京区,男,その他の仕事を主に自営農業に従事,226 ,人
2003000101,2003年,平成15年,26103,京都市左京区,男,その他の仕事だけに従事,24 ,人
2003000101,2003年,平成15年,26103,京都市左京区,男,仕事に従事しなかった,43 ,人
2003000101,2003年,平成15年,26103,京都市左京区,女,自営農業だけに従事,212 ,人
2003000101,2003年,平成15年,26103,京都市左京区,女,自営農業を主にその他の仕事に従事,14 ,人
2003000101,2003年,平成15年,26103,京都市左京区,女,その他の仕事を主に自営農業に従事,112 ,人
2003000101,2003年,平成15年,26103,京都市左京区,女,その他の仕事だけに従事,54 ,人
2003000101,2003年,平成15年,26103,京都市左京区,女,仕事に従事しなかった,85 ,人
2003000101,2003年,平成15年,26104,京都市中京区,全体,農家人口,20 ,人
2003000101,2003年,平成15年,26104,京都市中京区,男,農家人口,8 ,人
2003000101,2003年,平成15年,26104,京都市中京区,女,農家人口,12 ,人
2003000101,2003年,平成15年,26104,京都市中京区,全体,15歳以上世帯員総数,17 ,人
2003000101,2003年,平成15年,26104,京都市中京区,男,自営農業だけに従事,6 ,人
2003000101,2003年,平成15年,26104,京都市中京区,男,自営農業を主にその他の仕事に従事,***,人
2003000101,2003年,平成15年,26104,京都市中京区,男,その他の仕事を主に自営農業に従事,1 ,人
2003000101,2003年,平成15年,26104,京都市中京区,男,その他の仕事だけに従事,***,人
2003000101,2003年,平成15年,26104,京都市中京区,男,仕事に従事しなかった,***,人
2003000101,2003年,平成15年,26104,京都市中京区,女,自営農業だけに従事,5 ,人
2003000101,2003年,平成15年,26104,京都市中京区,女,自営農業を主にその他の仕事に従事,***,人
2003000101,2003年,平成15年,26104,京都市中京区,女,その他の仕事を主に自営農業に従事,2 ,人
2003000101,2003年,平成15年,26104,京都市中京区,女,その他の仕事だけに従事,1 ,人
2003000101,2003年,平成15年,26104,京都市中京区,女,仕事に従事しなかった,2 ,人
2003000101,2003年,平成15年,26105,京都市東山区,全体,農家人口,***,人
2003000101,2003年,平成15年,26105,京都市東山区,男,農家人口,***,人
2003000101,2003年,平成15年,26105,京都市東山区,女,農家人口,***,人
2003000101,2003年,平成15年,26105,京都市東山区,全体,15歳以上世帯員総数,***,人
2003000101,2003年,平成15年,26105,京都市東山区,男,自営農業だけに従事,***,人
2003000101,2003年,平成15年,26105,京都市東山区,男,自営農業を主にその他の仕事に従事,***,人
2003000101,2003年,平成15年,26105,京都市東山区,男,その他の仕事を主に自営農業に従事,***,人
2003000101,2003年,平成15年,26105,京都市東山区,男,その他の仕事だけに従事,***,人
2003000101,2003年,平成15年,26105,京都市東山区,男,仕事に従事しなかった,***,人
2003000101,2003年,平成15年,26105,京都市東山区,女,自営農業だけに従事,***,人
2003000101,2003年,平成15年,26105,京都市東山区,女,自営農業を主にその他の仕事に従事,***,人
2003000101,2003年,平成15年,26105,京都市東山区,女,その他の仕事を主に自営農業に従事,***,人
2003000101,2003年,平成15年,26105,京都市東山区,女,その他の仕事だけに従事,***,人
2003000101,2003年,平成15年,26105,京都市東山区,女,仕事に従事しなかった,***,人
2003000101,2003年,平成15年,26106,京都市下京区,全体,農家人口,57 ,人
2003000101,2003年,平成15年,26106,京都市下京区,男,農家人口,29 ,人
2003000101,2003年,平成15年,26106,京都市下京区,女,農家人口,28 ,人
2003000101,2003年,平成15年,26106,京都市下京区,全体,15歳以上世帯員総数,55 ,人
2003000101,2003年,平成15年,26106,京都市下京区,男,自営農業だけに従事,15 ,人
2003000101,2003年,平成15年,26106,京都市下京区,男,自営農業を主にその他の仕事に従事,***,人
2003000101,2003年,平成15年,26106,京都市下京区,男,その他の仕事を主に自営農業に従事,10 ,人
2003000101,2003年,平成15年,26106,京都市下京区,男,その他の仕事だけに従事,***,人
2003000101,2003年,平成15年,26106,京都市下京区,男,仕事に従事しなかった,3 ,人
2003000101,2003年,平成15年,26106,京都市下京区,女,自営農業だけに従事,14 ,人
2003000101,2003年,平成15年,26106,京都市下京区,女,自営農業を主にその他の仕事に従事,***,人
2003000101,2003年,平成15年,26106,京都市下京区,女,その他の仕事を主に自営農業に従事,5 ,人
2003000101,2003年,平成15年,26106,京都市下京区,女,その他の仕事だけに従事,5 ,人
2003000101,2003年,平成15年,26106,京都市下京区,女,仕事に従事しなかった,3 ,人
2003000101,2003年,平成15年,26107,京都市南区,全体,農家人口,1236 ,人
2003000101,2003年,平成15年,26107,京都市南区,男,農家人口,597 ,人
2003000101,2003年,平成15年,26107,京都市南区,女,農家人口,639 ,人
2003000101,2003年,平成15年,26107,京都市南区,全体,15歳以上世帯員総数,1065 ,人
2003000101,2003年,平成15年,26107,京都市南区,男,自営農業だけに従事,243 ,人
2003000101,2003年,平成15年,26107,京都市南区,男,自営農業を主にその他の仕事に従事,40 ,人
2003000101,2003年,平成15年,26107,京都市南区,男,その他の仕事を主に自営農業に従事,145 ,人
2003000101,2003年,平成15年,26107,京都市南区,男,その他の仕事だけに従事,35 ,人
2003000101,2003年,平成15年,26107,京都市南区,男,仕事に従事しなかった,52 ,人
